,name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW
517,Manor Solomon,MID,Spurs,2.5,0,0,0,0,0.0,502,0.0,0.0,0.0,0.0,10,0,0,0.0,0.0,2024-08-19T19:00:00Z,0,11,0,0,0,0,1,0,5690,0,1,1,0.0,0,0,0,0,55,False,0,1
518,Nathaniel Phillips,DEF,Liverpool,2.0,0,0,0,0,0.0,332,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,2024-08-17T11:30:00Z,0,10,0,0,0,0,1,0,14539,0,2,0,0.0,0,0,0,0,40,False,0,1
519,Kieran Trippier,DEF,Newcastle,4.2,0,0,0,0,0.0,418,0.0,0.0,0.0,0.0,5,0,0,0.0,0.0,2024-08-17T14:00:00Z,0,17,0,0,0,0,1,0,1193630,0,0,1,0.0,0,0,0,0,60,True,0,1
520,John Stones,DEF,Man City,3.8,0,0,0,0,0.0,362,0.0,0.0,0.0,0.0,9,0,0,0.0,0.0,2024-08-18T15:30:00Z,0,6,0,0,0,0,1,0,195172,0,2,0,0.0,0,0,0,0,55,False,0,1
521,Sam Morsy,MID,Ipswich,0.6,0,0,14,0,15.9,278,0.08,0.08,0.0,2.65,4,2,0,3.4,16.2,2024-08-17T11:30:00Z,90,12,0,0,0,0,1,0,16799,1,2,0,2.0,2,0,0,0,50,True,0,1
522,Lewis Hall,DEF,Newcastle,2.9,0,0,17,1,14.7,399,0.02,0.02,0.0,1.33,5,0,0,3.1,14.2,2024-08-17T14:00:00Z,69,17,0,0,0,0,1,0,431511,1,0,1,2.0,5,0,0,0,45,True,1,1
523,Marc Guiu Paz,FWD,Chelsea,0.4,0,0,2,0,0.3,178,0.0,0.0,0.0,0.11,9,1,0,0.0,0.0,2024-08-18T15:30:00Z,24,13,0,0,0,0,1,0,62388,0,2,0,0.0,1,0,0,0,50,True,0,1
524,Tom Cannon,FWD,Leicester,0.5,0,0,0,0,0.0,286,0.0,0.0,0.0,0.0,10,0,0,0.0,0.0,2024-08-19T19:00:00Z,0,18,0,0,0,0,1,0,116261,0,1,1,0.0,0,0,0,0,45,True,0,1
525,Ben Davies,DEF,Spurs,2.4,0,0,0,0,0.0,484,0.0,0.0,0.0,0.0,10,0,0,0.0,0.0,2024-08-19T19:00:00Z,0,11,0,0,0,0,1,0,18554,0,1,1,0.0,0,0,0,0,45,False,0,1
526,Tyler Morton,MID,Liverpool,2.0,0,0,0,0,0.0,331,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,2024-08-17T11:30:00Z,0,10,0,0,0,0,1,0,4200,0,2,0,0.0,0,0,0,0,45,False,0,1
527,Matheus França de Oliveira,MID,Crystal Palace,0.0,0,0,0,0,0.0,208,0.0,0.0,0.0,0.0,8,0,0,0.0,0.0,2024-08-18T13:00:00Z,0,4,0,0,0,0,1,0,11416,0,1,2,0.0,0,0,0,0,45,False,0,1
528,Calvin Bassey,DEF,Fulham,1.9,0,0,5,0,0.8,241,0.03,0.13,0.1,2.43,1,1,0,1.8,9.2,2024-08-16T19:00:00Z,90,14,0,0,0,0,1,0,26833,1,0,1,8.0,1,0,0,0,45,False,1,1
529,Eddie Nketiah,FWD,Arsenal,3.0,0,0,0,0,0.0,11,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,2024-08-17T14:00:00Z,0,20,0,0,0,0,1,0,31675,0,0,2,0.0,0,0,0,0,60,True,0,1
530,Andreas Hoelgebaum Pereira,MID,Fulham,2.0,0,0,15,0,83.0,240,0.16,0.16,0.0,1.77,1,1,0,9.6,11.0,2024-08-16T19:00:00Z,90,14,0,0,0,0,1,0,356810,1,0,1,2.0,1,0,0,0,55,False,1,1
531,Matheus Santos Carneiro Da Cunha,FWD,Wolves,1.1,0,0,9,0,16.2,541,0.02,0.08,0.06,0.25,2,1,0,4.7,13.8,2024-08-17T14:00:00Z,33,1,0,0,0,0,1,0,197434,0,0,2,17.0,1,0,0,0,65,False,0,1
532,Amadou Onana,MID,Aston Villa,1.6,0,3,38,0,4.3,233,0.01,0.56,0.55,2.46,7,1,1,8.6,48.2,2024-08-17T16:30:00Z,90,19,0,0,0,0,1,0,74901,1,2,1,33.0,10,0,0,0,50,False,0,1
533,Morgan Rogers,MID,Aston Villa,1.6,0,0,14,0,23.3,54,0.08,0.29,0.21,2.46,7,1,0,5.7,17.8,2024-08-17T16:30:00Z,90,19,0,0,0,0,1,0,786621,1,2,1,16.0,2,0,0,0,50,False,0,1
534,Reiss Nelson,MID,Arsenal,2.6,0,0,0,0,0.0,10,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,2024-08-17T14:00:00Z,0,20,0,0,0,0,1,0,3576,0,0,2,0.0,0,0,0,0,50,True,0,1
535,Tosin Adarabioyo,DEF,Chelsea,0.9,0,0,0,0,0.0,187,0.0,0.0,0.0,0.0,9,0,0,0.0,0.0,2024-08-18T15:30:00Z,0,13,0,0,0,0,1,0,23505,0,2,0,0.0,0,0,0,0,45,True,0,1
536,Matt Targett,DEF,Newcastle,0.5,0,0,0,0,0.0,416,0.0,0.0,0.0,0.0,5,0,0,0.0,0.0,2024-08-17T14:00:00Z,0,17,0,0,0,0,1,0,39033,0,0,1,0.0,0,0,0,0,40,True,0,1
537,Filip Marschall,GK,Aston Villa,0.0,0,0,0,0,0.0,46,0.0,0.0,0.0,0.0,7,0,0,0.0,0.0,2024-08-17T16:30:00Z,0,19,0,0,0,0,1,0,165,0,2,1,0.0,0,0,0,0,40,False,0,1
538,Jan Paul van Hecke,DEF,Brighton,1.9,0,0,28,1,0.5,144,0.0,0.0,0.0,0.45,3,0,0,1.9,18.8,2024-08-17T14:00:00Z,90,8,0,0,0,0,1,0,21316,1,3,0,0.0,6,0,0,0,45,False,0,1
539,Jean-Clair Todibo,DEF,West Ham,1.9,0,0,2,0,0.0,591,0.0,0.0,0.0,0.07,7,0,0,0.3,3.0,2024-08-17T16:30:00Z,5,2,0,0,0,0,1,0,39237,0,2,1,0.0,1,0,0,0,45,True,0,1
540,Chris Mepham,DEF,Bournemouth,1.9,0,0,0,0,0.0,72,0.0,0.0,0.0,0.0,6,0,0,0.0,0.0,2024-08-17T14:00:00Z,0,16,0,0,0,0,1,0,6641,0,1,1,0.0,0,0,0,0,45,False,0,1
541,Ollie Watkins,FWD,Aston Villa,2.7,0,0,3,0,0.2,58,0.0,0.0,0.0,1.28,7,1,0,0.3,0.0,2024-08-17T16:30:00Z,61,19,0,0,0,0,1,0,3152729,1,2,1,4.0,2,0,0,0,90,False,0,1
542,Jorge Cuenca Barreno,DEF,Fulham,1.9,0,0,0,0,0.0,586,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,2024-08-16T19:00:00Z,0,14,0,0,0,0,1,0,4853,0,0,1,0.0,0,0,0,0,45,False,0,1
543,Rico Lewis,DEF,Man City,2.9,0,0,22,1,3.3,355,0.01,0.01,0.0,1.01,9,0,0,2.6,15.0,2024-08-18T15:30:00Z,90,6,0,0,0,0,1,0,40016,1,2,0,8.0,6,0,0,0,45,False,0,1
544,Julián Araujo Zúñiga,DEF,Bournemouth,1.9,0,0,4,0,1.3,592,0.01,0.01,0.0,0.28,6,0,0,0.6,4.2,2024-08-17T14:00:00Z,27,16,0,0,0,0,1,0,14951,0,1,1,0.0,1,0,0,0,45,False,0,1
545,Murillo Santiago Costa dos Santos,DEF,Nott'm Forest,1.9,0,0,14,0,1.0,436,0.0,0.0,0.0,1.22,6,1,0,2.1,19.8,2024-08-17T14:00:00Z,90,3,0,0,0,0,1,0,44981,1,1,1,0.0,2,0,0,0,45,True,0,1
546,James Tarkowski,DEF,Everton,2.4,0,0,-4,0,10.8,236,0.01,0.02,0.01,1.43,3,3,0,3.2,17.4,2024-08-17T14:00:00Z,90,5,0,0,0,0,1,0,204385,1,3,0,4.0,0,0,0,0,50,True,1,1
547,Joël Veltman,DEF,Brighton,1.9,0,2,34,1,1.3,145,0.0,0.0,0.0,0.45,3,0,0,2.2,20.6,2024-08-17T14:00:00Z,90,8,0,0,0,0,1,0,15104,1,3,0,0.0,8,0,0,0,45,False,0,1
548,Jaidon Anthony,MID,Bournemouth,1.0,0,0,0,0,0.0,61,0.0,0.0,0.0,0.0,6,0,0,0.0,0.0,2024-08-17T14:00:00Z,0,16,0,0,0,0,1,0,41159,0,1,1,0.0,0,0,0,0,45,False,0,1
549,Kamaldeen Sulemana,MID,Southampton,0.0,0,0,0,0,0.0,462,0.0,0.0,0.0,0.0,5,0,0,0.0,0.0,2024-08-17T14:00:00Z,0,15,0,0,0,0,1,0,587,0,0,1,0.0,0,0,0,0,50,False,0,1
550,Timo Werner,MID,Spurs,2.8,0,0,3,0,5.8,509,0.02,0.02,0.0,0.12,10,0,0,1.2,2.2,2024-08-19T19:00:00Z,12,11,0,0,0,0,1,0,25680,0,1,1,4.0,1,0,0,0,65,False,0,1
551,Tyrone Mings,DEF,Aston Villa,0.0,0,0,0,0,0.0,49,0.0,0.0,0.0,0.0,7,0,0,0.0,0.0,2024-08-17T16:30:00Z,0,19,0,0,0,0,1,0,7726,0,2,1,0.0,0,0,0,0,45,False,0,1
552,Matz Sels,GK,Nott'm Forest,2.2,0,0,13,0,0.0,443,0.0,0.0,0.0,1.22,6,1,0,2.4,23.8,2024-08-17T14:00:00Z,90,3,0,0,0,0,1,3,100200,1,1,1,0.0,3,0,0,0,45,True,0,1
553,Ryan Yates,MID,Nott'm Forest,1.6,1,2,29,0,16.9,449,0.03,0.27,0.24,0.94,6,1,0,6.5,12.4,2024-08-17T14:00:00Z,75,3,0,0,0,0,1,0,4944,0,1,1,36.0,7,0,0,0,50,True,0,1
554,Amad Diallo,MID,Man Utd,1.6,0,0,11,1,19.1,364,0.13,0.13,0.0,0.21,1,0,0,3.3,7.4,2024-08-16T19:00:00Z,60,9,0,0,0,0,1,0,313496,1,0,1,6.0,3,0,0,0,50,True,0,1
555,Sam Szmodics,MID,Ipswich,1.2,0,0,2,0,10.3,611,0.02,0.02,0.0,0.58,4,0,0,1.4,3.4,2024-08-17T11:30:00Z,16,12,0,0,0,0,1,0,10540,0,2,0,0.0,1,0,0,0,60,True,0,1
556,Malo Gusto,DEF,Chelsea,1.4,0,0,0,0,2.8,171,0.07,0.07,0.0,0.77,9,2,0,1.6,7.0,2024-08-18T15:30:00Z,90,13,0,0,0,0,1,0,265669,1,2,0,6.0,1,0,0,0,50,True,0,1
557,Hwang Ui-jo,FWD,Nott'm Forest,1.0,0,0,0,0,0.0,446,0.0,0.0,0.0,0.0,6,0,0,0.0,0.0,2024-08-17T14:00:00Z,0,3,0,0,0,0,1,0,130081,0,1,1,0.0,0,0,0,0,45,True,0,1
558,Jakub Stolarczyk,GK,Leicester,0.0,0,0,0,0,0.0,304,0.0,0.0,0.0,0.0,10,0,0,0.0,0.0,2024-08-19T19:00:00Z,0,18,0,0,0,0,1,0,4282,0,1,1,0.0,0,0,0,0,40,True,0,1
559,Lloyd Kelly,DEF,Newcastle,2.9,0,0,4,0,0.0,404,0.0,0.0,0.0,0.44,5,0,0,0.9,9.2,2024-08-17T14:00:00Z,20,17,0,0,0,0,1,0,12480,0,0,1,0.0,1,0,0,0,45,True,0,1
560,Valentín Barco,DEF,Brighton,1.0,0,0,0,0,0.0,116,0.0,0.0,0.0,0.0,3,0,0,0.0,0.0,2024-08-17T14:00:00Z,0,8,0,0,0,0,1,0,2127451,0,3,0,0.0,0,0,0,0,40,False,0,1
561,Dean Huijsen,DEF,Bournemouth,1.9,0,0,9,0,0.4,580,0.01,0.01,0.0,1.3,6,1,0,2.5,24.8,2024-08-17T14:00:00Z,90,16,0,0,0,0,1,0,9224,1,1,1,0.0,2,0,0,0,45,False,0,1
562,Max Aarons,DEF,Bournemouth,1.9,0,0,0,0,0.0,59,0.0,0.0,0.0,0.0,6,0,0,0.0,0.0,2024-08-17T14:00:00Z,0,16,0,0,0,0,1,0,22340,0,1,1,0.0,0,0,0,0,45,False,0,1
563,Rhys Williams,DEF,Liverpool,2.0,0,0,0,0,0.0,334,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,2024-08-17T11:30:00Z,0,10,0,0,0,0,1,0,15921,0,2,0,0.0,0,0,0,0,40,False,0,1
564,Michail Antonio,FWD,West Ham,1.7,0,0,4,0,0.4,512,0.0,0.15,0.15,1.76,7,1,0,0.8,0.0,2024-08-17T16:30:00Z,72,2,0,0,0,0,1,0,121442,1,2,1,11.0,2,0,0,0,55,True,0,1
565,Ibrahim Osman,MID,Brighton,0.0,0,0,0,0,0.0,127,0.0,0.0,0.0,0.0,3,0,0,0.0,0.0,2024-08-17T14:00:00Z,0,8,0,0,0,0,1,0,1515,0,3,0,0.0,0,0,0,0,50,False,0,1
566,Lewis Miley,MID,Newcastle,0.0,0,0,0,0,0.0,411,0.0,0.0,0.0,0.0,5,0,0,0.0,0.0,2024-08-17T14:00:00Z,0,17,0,0,0,0,1,0,232,0,0,1,0.0,0,0,0,0,50,True,0,1
567,Nathan Wood-Gordon,DEF,Southampton,0.0,0,0,0,0,0.0,477,0.0,0.0,0.0,0.0,5,0,0,0.0,0.0,2024-08-17T14:00:00Z,0,15,0,0,0,0,1,0,101631,0,0,1,0.0,0,0,0,0,40,False,0,1
568,Rodrigo Muniz Carvalho,FWD,Fulham,2.0,0,0,10,1,20.4,251,0.0,0.11,0.11,1.57,1,0,0,5.8,9.4,2024-08-16T19:00:00Z,77,14,0,0,0,0,1,0,598942,1,0,1,28.0,2,0,0,0,60,False,0,1
569,Benjamin White,DEF,Arsenal,4.6,0,0,22,1,1.3,24,0.06,0.13,0.07,0.47,2,0,0,1.5,5.8,2024-08-17T14:00:00Z,90,20,0,0,0,0,1,0,927335,1,0,2,8.0,6,0,0,0,65,True,0,1
570,Cameron Burgess,DEF,Ipswich,0.0,0,0,0,0,0.0,263,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,2024-08-17T11:30:00Z,0,12,0,0,0,0,1,0,31764,0,2,0,0.0,0,0,0,0,40,True,0,1
571,Abdul Fatawu,MID,Leicester,1.5,1,3,37,0,32.5,570,0.6,0.6,0.0,1.23,10,1,0,8.0,45.0,2024-08-19T19:00:00Z,90,18,0,0,0,0,1,0,29601,1,1,1,2.0,8,0,0,0,55,True,0,1
572,Dominik Szoboszlai,MID,Liverpool,3.3,1,1,28,1,41.2,336,0.24,0.39,0.15,0.45,4,0,0,6.7,10.4,2024-08-17T11:30:00Z,90,10,0,0,0,0,1,0,170256,1,2,0,15.0,7,0,0,0,65,False,0,1
573,Tim Iroegbunam,MID,Everton,1.0,0,0,6,0,2.5,226,0.01,0.15,0.14,1.43,3,3,0,3.1,18.8,2024-08-17T14:00:00Z,90,5,0,0,0,0,1,0,14609,1,3,0,10.0,2,0,0,0,45,True,0,1
574,Neco Williams,DEF,Nott'm Forest,1.9,0,0,9,0,30.9,437,0.13,0.16,0.03,1.22,6,1,0,5.9,21.8,2024-08-17T14:00:00Z,90,3,0,0,0,0,1,0,43912,1,1,1,6.0,1,0,0,0,45,True,1,1
575,Roméo Lavia,MID,Chelsea,0.0,0,0,18,0,13.5,174,0.18,0.18,0.0,0.66,9,1,0,2.9,15.2,2024-08-18T15:30:00Z,65,13,0,0,0,0,1,0,77766,1,2,0,0.0,2,0,0,0,45,True,0,1
576,Leon Bailey,MID,Aston Villa,2.3,0,0,1,0,30.5,28,0.21,0.42,0.21,1.39,7,1,0,4.2,0.0,2024-08-17T16:30:00Z,73,19,0,0,0,0,1,0,328252,1,2,1,13.0,1,0,0,0,65,False,1,1
577,Niclas Füllkrug,FWD,West Ham,2.2,0,0,2,0,0.4,589,0.0,0.0,0.0,0.27,7,1,0,0.2,1.2,2024-08-17T16:30:00Z,17,2,0,0,0,0,1,0,362778,0,2,1,0.0,1,0,0,0,70,True,0,1
578,Harvey Barnes,MID,Newcastle,3.3,0,0,1,0,0.0,392,0.0,0.0,0.0,0.44,5,0,0,0.0,0.0,2024-08-17T14:00:00Z,20,17,0,0,0,0,1,0,42382,0,0,1,0.0,1,0,0,0,65,True,0,1
579,Brennan Johnson,MID,Spurs,2.8,0,0,8,0,14.4,491,0.08,0.2,0.12,0.9,10,1,0,5.9,13.6,2024-08-19T19:00:00Z,77,11,0,0,0,0,1,0,64515,1,1,1,31.0,2,0,0,0,65,False,0,1
580,Andrew Moran,MID,Brighton,1.6,0,0,0,0,0.0,601,0.0,0.0,0.0,0.0,3,0,0,0.0,0.0,2024-08-17T14:00:00Z,0,8,0,0,0,0,1,0,486,0,3,0,0.0,0,0,0,0,50,False,0,1
581,Harry Maguire,DEF,Man Utd,2.4,0,0,22,1,1.6,377,0.01,0.01,0.0,0.38,1,0,0,2.1,19.6,2024-08-16T19:00:00Z,80,9,0,0,0,0,1,0,39835,1,0,1,0.0,5,0,0,0,50,True,1,1
582,Mark Travers,GK,Bournemouth,2.2,0,0,0,0,0.0,84,0.0,0.0,0.0,0.0,6,0,0,0.0,0.0,2024-08-17T14:00:00Z,0,16,0,0,0,0,1,0,14323,0,1,1,0.0,0,0,0,0,45,False,0,1
583,Will Smallbone,MID,Southampton,0.6,0,0,13,0,7.7,471,0.25,0.56,0.31,0.25,5,1,0,4.1,4.8,2024-08-17T14:00:00Z,90,15,0,0,0,0,1,0,4947,1,0,1,28.0,2,0,0,0,50,False,0,1
584,Mykhailo Mudryk,MID,Chelsea,1.3,0,0,0,0,0.0,179,0.0,0.0,0.0,0.0,9,0,0,0.0,0.0,2024-08-18T15:30:00Z,0,13,0,0,0,0,1,0,29901,0,2,0,0.0,0,0,0,0,65,True,0,1
585,Hamed Traorè,MID,Bournemouth,1.0,0,0,0,0,0.0,67,0.0,0.0,0.0,0.0,6,0,0,0.0,0.0,2024-08-17T14:00:00Z,0,16,0,0,0,0,1,0,17000,0,1,1,0.0,0,0,0,0,45,False,0,1
586,Stefan Ortega Moreno,GK,Man City,5.0,0,0,0,0,0.0,358,0.0,0.0,0.0,0.0,9,0,0,0.0,0.0,2024-08-18T15:30:00Z,0,6,0,0,0,0,1,0,77703,0,2,0,0.0,0,0,0,0,55,False,0,1
587,Renato Palma Veiga,MID,Chelsea,0.0,0,0,2,0,0.5,184,0.0,0.0,0.0,0.08,9,1,0,0.0,0.0,2024-08-18T15:30:00Z,10,13,0,0,0,0,1,0,7438,0,2,0,0.0,1,0,0,0,45,True,0,1
588,Eberechi Eze,MID,Crystal Palace,2.5,0,0,14,0,6.8,199,0.05,0.46,0.41,1.59,8,2,0,8.4,12.4,2024-08-18T13:00:00Z,90,4,0,0,0,0,1,0,2972520,1,1,2,65.0,2,0,0,0,70,False,0,1
589,Samuel Iling-Junior,MID,Aston Villa,2.0,0,0,0,0,0.0,41,0.0,0.0,0.0,0.0,7,0,0,0.0,0.0,2024-08-17T16:30:00Z,0,19,0,0,0,0,1,0,6971,0,2,1,0.0,0,0,0,0,55,False,0,1
590,Boubacar Kamara,MID,Aston Villa,0.0,0,0,0,0,0.0,42,0.0,0.0,0.0,0.0,7,0,0,0.0,0.0,2024-08-17T16:30:00Z,0,19,0,0,0,0,1,0,287,0,2,1,0.0,0,0,0,0,50,False,0,1
591,Ali Al-Hamadi,FWD,Ipswich,0.4,0,0,2,0,0.0,260,0.0,0.0,0.0,0.58,4,0,0,0.4,2.0,2024-08-17T11:30:00Z,16,12,0,0,0,0,1,0,32399,0,2,0,2.0,1,0,0,0,50,True,0,1
592,Willy Boly,DEF,Nott'm Forest,1.9,0,0,10,0,0.1,425,0.0,0.07,0.07,1.22,6,1,0,4.9,32.0,2024-08-17T14:00:00Z,90,3,0,0,0,0,1,0,21461,1,1,1,17.0,2,0,0,0,45,True,0,1
593,Carlos Alcaraz Durán,MID,Southampton,0.6,0,0,4,0,15.9,450,0.03,0.1,0.07,0.0,5,0,0,4.3,8.4,2024-08-17T14:00:00Z,9,15,0,0,0,0,1,0,9504,0,0,1,19.0,1,0,0,0,50,False,0,1
594,Victor Lindelöf,DEF,Man Utd,1.9,0,0,0,0,0.0,376,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,2024-08-16T19:00:00Z,0,9,0,0,0,0,1,0,17901,0,0,1,0.0,0,0,0,0,45,True,0,1
595,Ross Barkley,MID,Aston Villa,2.0,0,0,0,0,0.0,29,0.0,0.0,0.0,0.0,7,0,0,0.0,0.0,2024-08-17T16:30:00Z,0,19,0,0,0,0,1,0,77081,0,2,1,0.0,0,0,0,0,55,False,0,1
596,James McConnell,MID,Liverpool,2.0,0,0,0,0,0.0,330,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,2024-08-17T11:30:00Z,0,10,0,0,0,0,1,0,3147,0,2,0,0.0,0,0,0,0,45,False,0,1
597,Kobbie Mainoo,MID,Man Utd,2.0,0,0,21,1,3.7,378,0.01,0.04,0.03,0.38,1,0,0,1.7,12.0,2024-08-16T19:00:00Z,83,9,0,0,0,0,1,0,533586,1,0,1,1.0,3,0,0,0,55,True,0,1
598,Adam Armstrong,FWD,Southampton,0.7,0,0,5,0,12.9,453,0.08,0.79,0.71,0.25,5,1,0,5.8,7.8,2024-08-17T14:00:00Z,90,15,0,0,0,0,1,0,147689,1,0,1,37.0,2,0,0,0,55,False,0,1
599,Aaron Cresswell,DEF,West Ham,1.0,0,0,0,0,0.0,517,0.0,0.0,0.0,0.0,7,0,0,0.0,0.0,2024-08-17T16:30:00Z,0,2,0,0,0,0,1,0,215475,0,2,1,0.0,0,0,0,0,40,True,0,1
600,Emil Krafth,DEF,Newcastle,2.9,0,0,21,1,0.0,405,0.0,0.0,0.0,1.58,5,0,0,2.2,16.0,2024-08-17T14:00:00Z,60,17,0,0,0,0,1,0,6327,0,0,1,6.0,6,0,0,0,45,True,0,1
601,Jakub Kiwior,DEF,Arsenal,3.4,0,0,0,0,0.0,8,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,2024-08-17T14:00:00Z,0,20,0,0,0,0,1,0,16779,0,0,2,0.0,0,0,0,0,50,True,0,1
602,Kristoffer Ajer,DEF,Brentford,1.9,0,0,4,0,1.3,86,0.0,0.28,0.28,1.17,8,1,0,4.2,7.8,2024-08-18T13:00:00Z,90,7,0,0,0,0,1,0,32185,1,1,2,33.0,2,0,0,0,45,True,0,1
603,Will Hughes,MID,Crystal Palace,1.6,0,0,10,0,14.0,203,0.05,0.05,0.0,1.59,8,2,0,3.2,14.2,2024-08-18T13:00:00Z,83,4,0,0,0,0,1,0,4041,1,1,2,4.0,2,0,0,0,50,False,0,1
604,David Ozoh,MID,Crystal Palace,0.0,0,0,0,0,0.0,212,0.0,0.0,0.0,0.0,8,0,0,0.0,0.0,2024-08-18T13:00:00Z,0,4,0,0,0,0,1,0,417,0,1,2,0.0,0,0,0,0,45,False,0,1
605,Jakub Moder,MID,Brighton,1.0,0,0,0,0,0.0,137,0.0,0.0,0.0,0.0,3,0,0,0.0,0.0,2024-08-17T14:00:00Z,0,8,0,0,0,0,1,0,32773,0,3,0,0.0,0,0,0,0,45,False,0,1
606,Cieran Slicker,GK,Ipswich,0.0,0,0,0,0,0.0,280,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,2024-08-17T11:30:00Z,0,12,0,0,0,0,1,0,78508,0,2,0,0.0,0,0,0,0,40,True,0,1
607,Raheem Sterling,MID,Chelsea,1.5,0,0,0,0,0.0,186,0.0,0.0,0.0,0.0,9,0,0,0.0,0.0,2024-08-18T15:30:00Z,0,13,0,0,0,0,1,0,164846,0,2,0,0.0,0,0,0,0,70,True,0,1
608,Raúl Jiménez,FWD,Fulham,1.7,0,0,3,0,0.3,252,0.0,0.0,0.0,0.87,1,1,0,0.1,0.2,2024-08-16T19:00:00Z,12,14,0,0,0,0,1,0,42210,0,0,1,0.0,1,0,0,0,55,False,0,1
609,Bryan Gil Salvatierra,MID,Spurs,0.0,0,0,0,0,0.0,483,0.0,0.0,0.0,0.0,10,0,0,0.0,0.0,2024-08-19T19:00:00Z,0,11,0,0,0,0,1,0,267,0,1,1,0.0,0,0,0,0,50,False,0,1
610,Myles Lewis-Skelly,MID,Arsenal,2.0,0,0,0,0,0.0,597,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,2024-08-17T14:00:00Z,0,20,0,0,0,0,1,0,1740,0,0,2,0.0,0,0,0,0,45,True,0,1
611,Giovani Lo Celso,MID,Spurs,2.1,0,0,0,0,0.0,493,0.0,0.0,0.0,0.0,10,0,0,0.0,0.0,2024-08-19T19:00:00Z,0,11,0,0,0,0,1,0,8584,0,1,1,0.0,0,0,0,0,50,False,0,1
612,Tawanda Chirewa,MID,Wolves,0.0,0,0,0,0,0.0,538,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,2024-08-17T14:00:00Z,0,1,0,0,0,0,1,0,7608,0,0,2,0.0,0,0,0,0,45,False,0,1
613,Cameron Humphreys,MID,Ipswich,0.0,0,0,0,0,0.0,273,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,2024-08-17T11:30:00Z,0,12,0,0,0,0,1,0,4842,0,2,0,0.0,0,0,0,0,45,True,0,1
614,Ashley Young,DEF,Everton,1.9,0,0,-10,0,15.2,238,0.17,0.17,0.0,1.23,3,3,0,2.5,9.8,2024-08-17T14:00:00Z,65,5,0,0,0,1,1,0,19370,1,3,0,0.0,-2,0,0,0,45,True,0,1
615,James Bree,DEF,Southampton,0.0,0,0,0,0,0.0,457,0.0,0.0,0.0,0.0,5,0,0,0.0,0.0,2024-08-17T14:00:00Z,0,15,0,0,0,0,1,0,13216,0,0,1,0.0,0,0,0,0,40,False,0,1
616,Alex Scott,MID,Bournemouth,1.0,0,0,3,0,0.3,77,0.01,0.03,0.02,1.36,12,1,0,0.5,3.4,2024-08-25T13:00:00Z,26,15,0,0,0,0,2,0,5356,0,1,1,1.0,1,-166,382,548,50,True,0,2
617,Carlos Miguel dos Santos Pereira,GK,Nott'm Forest,0.5,0,0,0,0,0.0,427,0.0,0.0,0.0,0.0,18,0,0,0.0,0.0,2024-08-24T14:00:00Z,0,17,0,0,0,0,2,0,29244,0,1,0,0.0,0,-6636,528,7164,44,False,0,2
618,Tomiyasu Takehiro,DEF,Arsenal,0.0,0,0,0,0,0.0,22,0.0,0.0,0.0,0.0,11,0,0,0.0,0.0,2024-08-24T16:30:00Z,0,2,0,0,0,0,2,0,5694,0,2,0,0.0,0,-2918,49,2967,49,False,0,2
619,Malcolm Ebiowei,MID,Crystal Palace,0.0,0,0,0,0,0.0,197,0.0,0.0,0.0,0.0,14,0,0,0.0,0.0,2024-08-24T14:00:00Z,0,19,0,0,0,0,2,0,530,0,2,0,0.0,0,-181,0,181,45,True,0,2
620,Ben Brereton Díaz,MID,Southampton,1.0,0,0,12,0,30.4,584,0.06,0.06,0.0,2.45,18,1,0,4.1,7.0,2024-08-24T14:00:00Z,90,16,0,0,0,0,2,0,72863,1,1,0,4.0,2,984,8960,7976,55,True,0,2
621,Pau Torres,DEF,Aston Villa,0.5,0,0,3,0,1.0,52,0.01,0.01,0.0,0.87,11,2,0,0.9,8.4,2024-08-24T16:30:00Z,90,1,0,0,0,0,2,0,134146,1,2,0,0.0,1,-2049,8313,10362,45,True,0,2
622,Joel Ward,DEF,Crystal Palace,0.0,0,0,0,0,0.0,215,0.0,0.0,0.0,0.0,14,0,0,0.0,0.0,2024-08-24T14:00:00Z,0,19,0,0,0,0,2,0,13440,0,2,0,0.0,0,-1320,305,1625,45,True,0,2
